Time,T,sensor,depth,flags
1972-12-12T16:01:59.000Z,258.213,TG22A,186,0
1972-12-12T16:01:59.000Z,258.38549,TG21A,131,0
1972-12-12T16:01:59.000Z,258.527,TG22B,234,0
1972-12-12T16:01:59.000Z,258.33449,TG21B,178,0
1972-12-12T16:08:16.000Z,257.89996,TC23,67,0
1972-12-12T16:08:16.000Z,261.19995,TC22,15,0
1972-12-12T16:09:13.000Z,258.35446,TG21A,131,0
1972-12-12T16:09:13.000Z,258.17296,TG22A,186,0
1972-12-12T16:09:13.000Z,258.48696,TG22B,234,0
1972-12-12T16:09:13.000Z,258.30546,TG21B,178,0
1972-12-12T16:15:30.000Z,257.59998,TC23,67,0
1972-12-12T16:15:30.000Z,261.29999,TC22,15,0
1972-12-12T16:16:27.000Z,258.528,TG22B,234,0
1972-12-12T16:16:27.000Z,258.212,TG22A,186,0
1972-12-12T16:16:27.000Z,258.23645,TG21B,178,0
1972-12-12T16:16:27.000Z,258.28345,TG21A,131,0
1972-12-12T16:22:44.000Z,261.29999,TC22,15,0
1972-12-12T16:22:44.000Z,257.59998,TC23,67,0
1972-12-12T16:23:41.000Z,258.23745,TG21B,178,0
1972-12-12T16:23:41.000Z,258.48796,TG22B,234,0
1972-12-12T16:23:41.000Z,258.17196,TG22A,186,0
1972-12-12T16:23:41.000Z,258.28245,TG21A,131,0
1972-12-12T16:29:58.000Z,258.59998,TC23,67,0
1972-12-12T16:29:58.000Z,263.69995,TC22,15,0
1972-12-12T16:30:56.000Z,258.17196,TG22A,186,0
1972-12-12T16:30:56.000Z,258.19897,TG21B,178,0
1972-12-12T16:30:56.000Z,258.24097,TG21A,131,0
1972-12-12T16:30:56.000Z,258.48796,TG22B,234,0
1972-12-12T16:37:12.000Z,257.09998,TC23,67,0
1972-12-12T16:37:12.000Z,260.89996,TC22,15,0
1972-12-12T16:38:10.000Z,258.45849,TG22B,234,0
